Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast,System_Count,Physical_Count,Variance,Accuracy_Flag,Defect_Flag,Shrink_Flag,Severity
2024-07-19,SKU_6,WH_3,SUP_7,North,14,341,10,322,0,12.59,17.97,0,0,13.57,341,341,0,Accurate,0,0,Accurate
2024-07-20,SKU_6,WH_3,SUP_7,South,11,330,10,322,0,12.59,17.97,0,0,9.52,330,330,0,Accurate,0,0,Accurate
2024-07-21,SKU_6,WH_3,SUP_7,South,18,312,10,322,0,12.59,17.97,0,0,14.48,312,312,0,Accurate,0,0,Accurate
2024-07-22,SKU_6,WH_3,SUP_7,South,21,559,10,322,268,12.59,17.97,0,0,24.66,559,559,0,Accurate,0,0,Accurate
2024-07-23,SKU_6,WH_3,SUP_7,West,7,552,10,322,0,12.59,17.97,0,0,10.93,552,552,0,Accurate,0,0,Accurate
2024-07-24,SKU_6,WH_3,SUP_7,North,15,537,10,322,0,12.59,17.97,0,0,16.71,537,537,0,Accurate,0,0,Accurate
2024-07-25,SKU_6,WH_3,SUP_7,East,20,517,10,322,0,12.59,17.97,1,0,17.09,517,503,-14,Inaccurate,1,1,Moderate
2024-07-26,SKU_6,WH_3,SUP_7,South,10,507,10,322,0,12.59,17.97,0,0,15.07,507,507,0,Accurate,0,0,Accurate
2024-07-27,SKU_6,WH_3,SUP_7,West,18,489,10,322,0,12.59,17.97,0,0,20.03,489,489,0,Accurate,0,0,Accurate
2024-07-28,SKU_6,WH_3,SUP_7,West,13,476,10,322,0,12.59,17.97,0,0,14.11,476,476,0,Accurate,0,0,Accurate
2024-07-29,SKU_6,WH_3,SUP_7,West,20,456,10,322,0,12.59,17.97,0,0,26.79,456,456,0,Accurate,0,0,Accurate
2024-07-30,SKU_6,WH_3,SUP_7,West,16,440,10,322,0,12.59,17.97,0,0,19.35,440,440,0,Accurate,0,0,Accurate
2024-07-31,SKU_6,WH_3,SUP_7,North,15,425,10,322,0,12.59,17.97,0,0,12.88,425,425,0,Accurate,0,0,Accurate
2024-08-01,SKU_6,WH_3,SUP_7,North,10,415,10,322,0,12.59,17.97,1,0,15.72,415,415,0,Accurate,0,0,Accurate
2024-08-02,SKU_6,WH_3,SUP_7,South,20,395,10,322,0,12.59,17.97,0,0,22.21,395,395,0,Accurate,0,0,Accurate
2024-08-03,SKU_6,WH_3,SUP_7,West,15,380,10,322,0,12.59,17.97,0,0,15.98,380,380,0,Accurate,0,0,Accurate
2024-08-04,SKU_6,WH_3,SUP_7,South,1,379,10,322,0,12.59,17.97,0,0,0.18,379,379,0,Accurate,0,0,Accurate
2024-08-05,SKU_6,WH_3,SUP_7,East,10,369,10,322,0,12.59,17.97,1,0,13.1,369,369,0,Accurate,0,0,Accurate
2024-08-06,SKU_6,WH_3,SUP_7,North,17,352,10,322,0,12.59,17.97,0,0,15.85,352,352,0,Accurate,0,0,Accurate
2024-08-07,SKU_6,WH_3,SUP_7,South,6,346,10,322,0,12.59,17.97,0,0,2.03,346,346,0,Accurate,0,0,Accurate
2024-08-08,SKU_6,WH_3,SUP_7,East,15,331,10,322,0,12.59,17.97,0,0,15.1,331,331,0,Accurate,0,0,Accurate
2024-08-09,SKU_6,WH_3,SUP_7,South,23,308,10,322,0,12.59,17.97,0,0,23.0,308,308,0,Accurate,0,0,Accurate
2024-08-10,SKU_6,WH_3,SUP_7,South,15,541,10,322,248,12.59,17.97,0,0,18.34,541,541,0,Accurate,0,0,Accurate
2024-08-11,SKU_6,WH_3,SUP_7,South,14,527,10,322,0,12.59,17.97,0,0,11.27,527,527,0,Accurate,0,0,Accurate
2024-08-12,SKU_6,WH_3,SUP_7,South,16,511,10,322,0,12.59,17.97,0,0,19.76,511,511,0,Accurate,0,0,Accurate
2024-08-13,SKU_6,WH_3,SUP_7,North,13,498,10,322,0,12.59,17.97,1,0,15.27,498,498,0,Accurate,0,0,Accurate
2024-08-14,SKU_6,WH_3,SUP_7,East,11,487,10,322,0,12.59,17.97,1,0,12.26,487,487,0,Accurate,0,0,Accurate
2024-08-15,SKU_6,WH_3,SUP_7,North,16,471,10,322,0,12.59,17.97,0,0,16.93,471,471,0,Accurate,0,0,Accurate
2024-08-16,SKU_6,WH_3,SUP_7,East,16,455,10,322,0,12.59,17.97,1,0,16.1,455,455,0,Accurate,0,0,Accurate
2024-08-17,SKU_6,WH_3,SUP_7,North,15,440,10,322,0,12.59,17.97,0,0,13.13,440,459,19,Inaccurate,1,0,Critical
2024-08-18,SKU_6,WH_3,SUP_7,West,11,429,10,322,0,12.59,17.97,0,0,9.39,429,429,0,Accurate,0,0,Accurate
2024-08-19,SKU_6,WH_3,SUP_7,East,8,421,10,322,0,12.59,17.97,0,0,8.93,421,421,0,Accurate,0,0,Accurate
2024-08-20,SKU_6,WH_3,SUP_7,West,7,414,10,322,0,12.59,17.97,0,0,10.16,414,414,0,Accurate,0,0,Accurate
2024-08-21,SKU_6,WH_3,SUP_7,West,17,397,10,322,0,12.59,17.97,0,0,14.85,397,397,0,Accurate,0,0,Accurate
2024-08-22,SKU_6,WH_3,SUP_7,West,20,377,10,322,0,12.59,17.97,0,0,20.25,377,377,0,Accurate,0,0,Accurate
2024-08-23,SKU_6,WH_3,SUP_7,South,10,367,10,322,0,12.59,17.97,0,0,6.12,367,367,0,Accurate,0,0,Accurate
2024-08-24,SKU_6,WH_3,SUP_7,West,12,355,10,322,0,12.59,17.97,0,0,7.22,355,355,0,Accurate,0,0,Accurate
2024-08-25,SKU_6,WH_3,SUP_7,North,8,347,10,322,0,12.59,17.97,0,0,9.37,347,347,0,Accurate,0,0,Accurate
2024-08-26,SKU_6,WH_3,SUP_7,South,10,337,10,322,0,12.59,17.97,0,0,6.82,337,337,0,Accurate,0,0,Accurate
2024-08-27,SKU_6,WH_3,SUP_7,West,20,317,10,322,0,12.59,17.97,0,0,20.52,317,317,0,Accurate,0,0,Accurate
2024-08-28,SKU_6,WH_3,SUP_7,South,16,594,10,322,293,12.59,17.97,0,0,12.7,594,594,0,Accurate,0,0,Accurate
2024-08-29,SKU_6,WH_3,SUP_7,North,10,584,10,322,0,12.59,17.97,0,0,7.87,584,584,0,Accurate,0,0,Accurate
2024-08-30,SKU_6,WH_3,SUP_7,South,20,564,10,322,0,12.59,17.97,1,0,19.11,564,564,0,Accurate,0,0,Accurate
2024-08-31,SKU_6,WH_3,SUP_7,North,20,544,10,322,0,12.59,17.97,1,0,20.02,544,544,0,Accurate,0,0,Accurate
2024-09-01,SKU_6,WH_3,SUP_7,North,8,536,10,322,0,12.59,17.97,0,0,10.76,536,536,0,Accurate,0,0,Accurate
2024-09-02,SKU_6,WH_3,SUP_7,South,8,528,10,322,0,12.59,17.97,0,0,6.45,528,528,0,Accurate,0,0,Accurate
2024-09-03,SKU_6,WH_3,SUP_7,South,3,525,10,322,0,12.59,17.97,0,0,5.02,525,525,0,Accurate,0,0,Accurate
2024-09-04,SKU_6,WH_3,SUP_7,South,5,520,10,322,0,12.59,17.97,0,0,6.96,520,520,0,Accurate,0,0,Accurate
2024-09-05,SKU_6,WH_3,SUP_7,North,12,508,10,322,0,12.59,17.97,0,0,20.23,508,508,0,Accurate,0,0,Accurate
2024-09-06,SKU_6,WH_3,SUP_7,East,3,505,10,322,0,12.59,17.97,0,0,3.71,505,505,0,Accurate,0,0,Accurate
2024-09-07,SKU_6,WH_3,SUP_7,South,7,498,10,322,0,12.59,17.97,0,0,3.07,498,498,0,Accurate,0,0,Accurate
2024-09-08,SKU_6,WH_3,SUP_7,East,16,482,10,322,0,12.59,17.97,0,0,15.92,482,482,0,Accurate,0,0,Accurate
2024-09-09,SKU_6,WH_3,SUP_7,South,6,476,10,322,0,12.59,17.97,0,0,5.21,476,476,0,Accurate,0,0,Accurate
2024-09-10,SKU_6,WH_3,SUP_7,East,9,467,10,322,0,12.59,17.97,0,0,5.05,467,467,0,Accurate,0,0,Accurate
2024-09-11,SKU_6,WH_3,SUP_7,West,14,453,10,322,0,12.59,17.97,0,0,10.22,453,453,0,Accurate,0,0,Accurate
2024-09-12,SKU_6,WH_3,SUP_7,South,3,450,10,322,0,12.59,17.97,1,0,7.41,450,450,0,Accurate,0,0,Accurate
2024-09-13,SKU_6,WH_3,SUP_7,South,15,435,10,322,0,12.59,17.97,0,0,13.88,435,450,15,Inaccurate,1,0,Moderate
2024-09-14,SKU_6,WH_3,SUP_7,East,14,421,10,322,0,12.59,17.97,1,0,12.31,421,421,0,Accurate,0,0,Accurate
2024-09-15,SKU_6,WH_3,SUP_7,South,15,406,10,322,0,12.59,17.97,0,0,14.52,406,406,0,Accurate,0,0,Accurate
2024-09-16,SKU_6,WH_3,SUP_7,North,3,403,10,322,0,12.59,17.97,0,0,6.0,403,403,0,Accurate,0,0,Accurate
2024-09-17,SKU_6,WH_3,SUP_7,West,16,387,10,322,0,12.59,17.97,0,0,15.92,387,387,0,Accurate,0,0,Accurate
2024-09-18,SKU_6,WH_3,SUP_7,South,13,374,10,322,0,12.59,17.97,0,0,12.47,374,374,0,Accurate,0,0,Accurate
2024-09-19,SKU_6,WH_3,SUP_7,North,13,361,10,322,0,12.59,17.97,0,0,10.83,361,361,0,Accurate,0,0,Accurate
2024-09-20,SKU_6,WH_3,SUP_7,West,8,353,10,322,0,12.59,17.97,0,0,2.82,353,353,0,Accurate,0,0,Accurate
2024-09-21,SKU_6,WH_3,SUP_7,West,4,349,10,322,0,12.59,17.97,0,0,2.79,349,349,0,Accurate,0,0,Accurate
2024-09-22,SKU_6,WH_3,SUP_7,South,15,334,10,322,0,12.59,17.97,0,0,10.21,334,329,-5,Inaccurate,0,1,Minor
2024-09-23,SKU_6,WH_3,SUP_7,South,6,328,10,322,0,12.59,17.97,0,0,2.53,328,328,0,Accurate,0,0,Accurate
2024-09-24,SKU_6,WH_3,SUP_7,East,18,310,10,322,0,12.59,17.97,0,0,19.63,310,310,0,Accurate,0,0,Accurate
2024-09-25,SKU_6,WH_3,SUP_7,South,4,614,10,322,308,12.59,17.97,0,0,10.84,614,614,0,Accurate,0,0,Accurate
2024-09-26,SKU_6,WH_3,SUP_7,South,6,608,10,322,0,12.59,17.97,0,0,3.17,608,608,0,Accurate,0,0,Accurate
2024-09-27,SKU_6,WH_3,SUP_7,East,6,602,10,322,0,12.59,17.97,0,0,10.77,602,602,0,Accurate,0,0,Accurate
2024-09-28,SKU_6,WH_3,SUP_7,South,10,592,10,322,0,12.59,17.97,0,0,9.22,592,592,0,Accurate,0,0,Accurate
2024-09-29,SKU_6,WH_3,SUP_7,South,13,579,10,322,0,12.59,17.97,0,0,11.84,579,579,0,Accurate,0,0,Accurate
2024-09-30,SKU_6,WH_3,SUP_7,North,6,573,10,322,0,12.59,17.97,1,0,9.18,573,573,0,Accurate,0,0,Accurate
2024-10-01,SKU_6,WH_3,SUP_7,North,14,559,10,322,0,12.59,17.97,0,0,15.92,559,559,0,Accurate,0,0,Accurate
2024-10-02,SKU_6,WH_3,SUP_7,South,15,544,10,322,0,12.59,17.97,0,0,17.89,544,544,0,Accurate,0,0,Accurate
2024-10-03,SKU_6,WH_3,SUP_7,West,2,542,10,322,0,12.59,17.97,0,0,4.57,542,542,0,Accurate,0,0,Accurate
2024-10-04,SKU_6,WH_3,SUP_7,South,17,525,10,322,0,12.59,17.97,0,0,17.28,525,525,0,Accurate,0,0,Accurate
2024-10-05,SKU_6,WH_3,SUP_7,North,11,514,10,322,0,12.59,17.97,0,0,10.9,514,514,0,Accurate,0,0,Accurate
2024-10-06,SKU_6,WH_3,SUP_7,North,6,508,10,322,0,12.59,17.97,0,0,8.42,508,491,-17,Inaccurate,1,1,Critical
2024-10-07,SKU_6,WH_3,SUP_7,South,8,500,10,322,0,12.59,17.97,0,0,10.73,500,515,15,Inaccurate,1,0,Moderate
2024-10-08,SKU_6,WH_3,SUP_7,East,16,484,10,322,0,12.59,17.97,0,0,19.65,484,484,0,Accurate,0,0,Accurate
2024-10-09,SKU_6,WH_3,SUP_7,West,9,475,10,322,0,12.59,17.97,0,0,6.77,475,475,0,Accurate,0,0,Accurate
2024-10-10,SKU_6,WH_3,SUP_7,North,15,460,10,322,0,12.59,17.97,0,0,10.65,460,460,0,Accurate,0,0,Accurate
2024-10-11,SKU_6,WH_3,SUP_7,East,12,448,10,322,0,12.59,17.97,0,0,11.03,448,448,0,Accurate,0,0,Accurate
2024-10-12,SKU_6,WH_3,SUP_7,North,15,433,10,322,0,12.59,17.97,1,0,18.64,433,446,13,Inaccurate,1,0,Moderate
2024-10-13,SKU_6,WH_3,SUP_7,West,15,418,10,322,0,12.59,17.97,0,0,12.59,418,418,0,Accurate,0,0,Accurate
2024-10-14,SKU_6,WH_3,SUP_7,South,5,413,10,322,0,12.59,17.97,0,0,6.28,413,413,0,Accurate,0,0,Accurate
2024-10-15,SKU_6,WH_3,SUP_7,South,18,395,10,322,0,12.59,17.97,0,0,20.42,395,395,0,Accurate,0,0,Accurate
2024-10-16,SKU_6,WH_3,SUP_7,East,6,389,10,322,0,12.59,17.97,1,0,9.62,389,389,0,Accurate,0,0,Accurate
2024-10-17,SKU_6,WH_3,SUP_7,East,0,389,10,322,0,12.59,17.97,0,0,0.0,389,389,0,Accurate,0,0,Accurate
2024-10-18,SKU_6,WH_3,SUP_7,West,17,372,10,322,0,12.59,17.97,0,0,16.35,372,372,0,Accurate,0,0,Accurate
2024-10-19,SKU_6,WH_3,SUP_7,West,16,356,10,322,0,12.59,17.97,0,0,15.01,356,356,0,Accurate,0,0,Accurate
2024-10-20,SKU_6,WH_3,SUP_7,South,12,344,10,322,0,12.59,17.97,0,0,12.74,344,344,0,Accurate,0,0,Accurate
2024-10-21,SKU_6,WH_3,SUP_7,West,10,334,10,322,0,12.59,17.97,0,0,8.23,334,334,0,Accurate,0,0,Accurate
2024-10-22,SKU_6,WH_3,SUP_7,West,20,314,10,322,0,12.59,17.97,0,0,26.35,314,314,0,Accurate,0,0,Accurate
2024-10-23,SKU_6,WH_3,SUP_7,North,18,533,10,322,237,12.59,17.97,0,0,16.9,533,533,0,Accurate,0,0,Accurate
2024-10-24,SKU_6,WH_3,SUP_7,South,11,522,10,322,0,12.59,17.97,0,0,14.08,522,522,0,Accurate,0,0,Accurate
2024-10-25,SKU_6,WH_3,SUP_7,East,9,513,10,322,0,12.59,17.97,0,0,12.15,513,513,0,Accurate,0,0,Accurate
2024-10-26,SKU_6,WH_3,SUP_7,North,6,507,10,322,0,12.59,17.97,0,0,3.38,507,507,0,Accurate,0,0,Accurate
2024-10-27,SKU_6,WH_3,SUP_7,East,13,494,10,322,0,12.59,17.97,0,0,14.15,494,494,0,Accurate,0,0,Accurate
2024-10-28,SKU_6,WH_3,SUP_7,East,10,484,10,322,0,12.59,17.97,0,0,14.11,484,484,0,Accurate,0,0,Accurate
2024-10-29,SKU_6,WH_3,SUP_7,North,4,480,10,322,0,12.59,17.97,0,0,0.36,480,480,0,Accurate,0,0,Accurate
2024-10-30,SKU_6,WH_3,SUP_7,North,9,471,10,322,0,12.59,17.97,0,0,3.34,471,471,0,Accurate,0,0,Accurate
2024-10-31,SKU_6,WH_3,SUP_7,South,10,461,10,322,0,12.59,17.97,0,0,11.16,461,461,0,Accurate,0,0,Accurate
2024-11-01,SKU_6,WH_3,SUP_7,North,13,448,10,322,0,12.59,17.97,0,0,9.85,448,448,0,Accurate,0,0,Accurate
2024-11-02,SKU_6,WH_3,SUP_7,South,8,440,10,322,0,12.59,17.97,0,0,9.32,440,440,0,Accurate,0,0,Accurate
2024-11-03,SKU_6,WH_3,SUP_7,North,4,436,10,322,0,12.59,17.97,0,0,10.05,436,436,0,Accurate,0,0,Accurate
2024-11-04,SKU_6,WH_3,SUP_7,West,11,425,10,322,0,12.59,17.97,0,0,13.58,425,425,0,Accurate,0,0,Accurate
2024-11-05,SKU_6,WH_3,SUP_7,East,14,411,10,322,0,12.59,17.97,0,0,17.56,411,411,0,Accurate,0,0,Accurate
2024-11-06,SKU_6,WH_3,SUP_7,South,4,407,10,322,0,12.59,17.97,0,0,0.0,407,407,0,Accurate,0,0,Accurate
2024-11-07,SKU_6,WH_3,SUP_7,West,19,388,10,322,0,12.59,17.97,0,0,14.77,388,388,0,Accurate,0,0,Accurate
2024-11-08,SKU_6,WH_3,SUP_7,West,10,378,10,322,0,12.59,17.97,0,0,11.21,378,378,0,Accurate,0,0,Accurate
2024-11-09,SKU_6,WH_3,SUP_7,North,6,372,10,322,0,12.59,17.97,0,0,3.08,372,372,0,Accurate,0,0,Accurate
2024-11-10,SKU_6,WH_3,SUP_7,North,14,358,10,322,0,12.59,17.97,1,0,15.39,358,358,0,Accurate,0,0,Accurate
2024-11-11,SKU_6,WH_3,SUP_7,North,11,347,10,322,0,12.59,17.97,0,0,13.7,347,347,0,Accurate,0,0,Accurate
2024-11-12,SKU_6,WH_3,SUP_7,North,9,338,10,322,0,12.59,17.97,0,0,10.22,338,338,0,Accurate,0,0,Accurate
2024-11-13,SKU_6,WH_3,SUP_7,West,3,335,10,322,0,12.59,17.97,0,0,2.3,335,335,0,Accurate,0,0,Accurate
2024-11-14,SKU_6,WH_3,SUP_7,East,17,318,10,322,0,12.59,17.97,0,0,19.01,318,318,0,Accurate,0,0,Accurate
2024-11-15,SKU_6,WH_3,SUP_7,West,11,676,10,322,369,12.59,17.97,1,0,12.22,676,676,0,Accurate,0,0,Accurate
2024-11-16,SKU_6,WH_3,SUP_7,North,14,662,10,322,0,12.59,17.97,0,0,15.53,662,662,0,Accurate,0,0,Accurate
2024-11-17,SKU_6,WH_3,SUP_7,West,16,646,10,322,0,12.59,17.97,0,0,16.48,646,646,0,Accurate,0,0,Accurate
2024-11-18,SKU_6,WH_3,SUP_7,South,17,629,10,322,0,12.59,17.97,0,0,10.95,629,629,0,Accurate,0,0,Accurate
2024-11-19,SKU_6,WH_3,SUP_7,North,10,619,10,322,0,12.59,17.97,0,0,12.08,619,619,0,Accurate,0,0,Accurate
2024-11-20,SKU_6,WH_3,SUP_7,West,10,609,10,322,0,12.59,17.97,0,0,6.85,609,609,0,Accurate,0,0,Accurate
2024-11-21,SKU_6,WH_3,SUP_7,North,14,595,10,322,0,12.59,17.97,0,0,11.79,595,595,0,Accurate,0,0,Accurate
2024-11-22,SKU_6,WH_3,SUP_7,North,13,582,10,322,0,12.59,17.97,0,0,14.88,582,582,0,Accurate,0,0,Accurate
2024-11-23,SKU_6,WH_3,SUP_7,East,18,564,10,322,0,12.59,17.97,1,0,12.09,564,564,0,Accurate,0,0,Accurate
2024-11-24,SKU_6,WH_3,SUP_7,East,17,547,10,322,0,12.59,17.97,0,0,17.41,547,547,0,Accurate,0,0,Accurate
2024-11-25,SKU_6,WH_3,SUP_7,South,15,532,10,322,0,12.59,17.97,0,0,16.69,532,532,0,Accurate,0,0,Accurate
2024-11-26,SKU_6,WH_3,SUP_7,North,6,526,10,322,0,12.59,17.97,0,0,13.03,526,526,0,Accurate,0,0,Accurate
2024-11-27,SKU_6,WH_3,SUP_7,North,16,510,10,322,0,12.59,17.97,1,0,16.02,510,510,0,Accurate,0,0,Accurate
2024-11-28,SKU_6,WH_3,SUP_7,West,6,504,10,322,0,12.59,17.97,0,0,9.31,504,504,0,Accurate,0,0,Accurate
2024-11-29,SKU_6,WH_3,SUP_7,East,22,482,10,322,0,12.59,17.97,0,0,20.1,482,482,0,Accurate,0,0,Accurate
2024-11-30,SKU_6,WH_3,SUP_7,West,18,464,10,322,0,12.59,17.97,0,0,9.61,464,464,0,Accurate,0,0,Accurate
2024-12-01,SKU_6,WH_3,SUP_7,East,14,450,10,322,0,12.59,17.97,0,0,15.84,450,450,0,Accurate,0,0,Accurate
2024-12-02,SKU_6,WH_3,SUP_7,North,18,432,10,322,0,12.59,17.97,0,0,18.78,432,432,0,Accurate,0,0,Accurate
2024-12-03,SKU_6,WH_3,SUP_7,East,28,404,10,322,0,12.59,17.97,0,0,23.28,404,421,17,Inaccurate,1,0,Critical
2024-12-04,SKU_6,WH_3,SUP_7,South,19,385,10,322,0,12.59,17.97,0,0,16.38,385,385,0,Accurate,0,0,Accurate
2024-12-05,SKU_6,WH_3,SUP_7,West,15,370,10,322,0,12.59,17.97,0,0,16.82,370,370,0,Accurate,0,0,Accurate
2024-12-06,SKU_6,WH_3,SUP_7,East,19,351,10,322,0,12.59,17.97,0,0,22.0,351,351,0,Accurate,0,0,Accurate
2024-12-07,SKU_6,WH_3,SUP_7,East,15,336,10,322,0,12.59,17.97,0,0,14.64,336,336,0,Accurate,0,0,Accurate
2024-12-08,SKU_6,WH_3,SUP_7,North,24,312,10,322,0,12.59,17.97,0,0,26.3,312,312,0,Accurate,0,0,Accurate
2024-12-09,SKU_6,WH_3,SUP_7,East,14,615,10,322,317,12.59,17.97,0,0,11.78,615,615,0,Accurate,0,0,Accurate
2024-12-10,SKU_6,WH_3,SUP_7,East,8,607,10,322,0,12.59,17.97,0,0,8.06,607,607,0,Accurate,0,0,Accurate
2024-12-11,SKU_6,WH_3,SUP_7,North,17,590,10,322,0,12.59,17.97,0,0,17.28,590,590,0,Accurate,0,0,Accurate
2024-12-12,SKU_6,WH_3,SUP_7,East,16,574,10,322,0,12.59,17.97,0,0,20.36,574,574,0,Accurate,0,0,Accurate
2024-12-13,SKU_6,WH_3,SUP_7,North,19,555,10,322,0,12.59,17.97,0,0,21.72,555,555,0,Accurate,0,0,Accurate
2024-12-14,SKU_6,WH_3,SUP_7,East,11,544,10,322,0,12.59,17.97,1,0,10.63,544,544,0,Accurate,0,0,Accurate
2024-12-15,SKU_6,WH_3,SUP_7,West,31,513,10,322,0,12.59,17.97,1,0,26.64,513,513,0,Accurate,0,0,Accurate
2024-12-16,SKU_6,WH_3,SUP_7,East,20,493,10,322,0,12.59,17.97,0,0,21.4,493,493,0,Accurate,0,0,Accurate
2024-12-17,SKU_6,WH_3,SUP_7,North,12,481,10,322,0,12.59,17.97,0,0,7.56,481,481,0,Accurate,0,0,Accurate
2024-12-18,SKU_6,WH_3,SUP_7,South,21,460,10,322,0,12.59,17.97,0,0,23.44,460,460,0,Accurate,0,0,Accurate
2024-12-19,SKU_6,WH_3,SUP_7,South,14,446,10,322,0,12.59,17.97,0,0,13.61,446,451,5,Inaccurate,0,0,Minor
2024-12-20,SKU_6,WH_3,SUP_7,West,19,427,10,322,0,12.59,17.97,0,0,20.14,427,427,0,Accurate,0,0,Accurate
2024-12-21,SKU_6,WH_3,SUP_7,East,14,413,10,322,0,12.59,17.97,0,0,10.01,413,413,0,Accurate,0,0,Accurate
2024-12-22,SKU_6,WH_3,SUP_7,West,13,400,10,322,0,12.59,17.97,0,0,8.37,400,400,0,Accurate,0,0,Accurate
2024-12-23,SKU_6,WH_3,SUP_7,South,14,386,10,322,0,12.59,17.97,0,0,18.28,386,386,0,Accurate,0,0,Accurate
2024-12-24,SKU_6,WH_3,SUP_7,North,15,371,10,322,0,12.59,17.97,0,0,18.86,371,371,0,Accurate,0,0,Accurate
2024-12-25,SKU_6,WH_3,SUP_7,South,17,354,10,322,0,12.59,17.97,0,0,19.15,354,354,0,Accurate,0,0,Accurate
2024-12-26,SKU_6,WH_3,SUP_7,North,16,338,10,322,0,12.59,17.97,0,0,16.24,338,338,0,Accurate,0,0,Accurate
2024-12-27,SKU_6,WH_3,SUP_7,South,12,326,10,322,0,12.59,17.97,0,0,8.52,326,326,0,Accurate,0,0,Accurate
2024-12-28,SKU_6,WH_3,SUP_7,South,20,306,10,322,0,12.59,17.97,0,0,17.73,306,306,0,Accurate,0,0,Accurate
2024-12-29,SKU_6,WH_3,SUP_7,East,17,781,10,322,492,12.59,17.97,0,0,16.13,781,781,0,Accurate,0,0,Accurate
2024-12-30,SKU_6,WH_3,SUP_7,East,20,761,10,322,0,12.59,17.97,0,0,19.48,761,761,0,Accurate,0,0,Accurate
2024-01-01,SKU_6,WH_4,SUP_10,South,23,820,11,220,0,14.55,25.13,0,0,27.41,820,820,0,Accurate,0,0,Accurate
2024-01-02,SKU_6,WH_4,SUP_10,North,14,806,11,220,0,14.55,25.13,0,0,10.2,806,806,0,Accurate,0,0,Accurate
2024-01-03,SKU_6,WH_4,SUP_10,South,32,774,11,220,0,14.55,25.13,0,0,31.31,774,774,0,Accurate,0,0,Accurate
2024-01-04,SKU_6,WH_4,SUP_10,South,20,754,11,220,0,14.55,25.13,0,0,21.22,754,754,0,Accurate,0,0,Accurate
2024-01-05,SKU_6,WH_4,SUP_10,East,22,732,11,220,0,14.55,25.13,0,0,20.24,732,747,15,Inaccurate,1,0,Moderate
2024-01-06,SKU_6,WH_4,SUP_10,South,27,705,11,220,0,14.55,25.13,0,0,24.82,705,705,0,Accurate,0,0,Accurate
2024-01-07,SKU_6,WH_4,SUP_10,South,19,686,11,220,0,14.55,25.13,0,0,17.76,686,686,0,Accurate,0,0,Accurate
2024-01-08,SKU_6,WH_4,SUP_10,West,25,661,11,220,0,14.55,25.13,0,0,25.52,661,661,0,Accurate,0,0,Accurate
2024-01-09,SKU_6,WH_4,SUP_10,South,22,639,11,220,0,14.55,25.13,0,0,20.15,639,639,0,Accurate,0,0,Accurate
2024-01-10,SKU_6,WH_4,SUP_10,South,24,615,11,220,0,14.55,25.13,0,0,25.48,615,615,0,Accurate,0,0,Accurate
2024-01-11,SKU_6,WH_4,SUP_10,South,18,597,11,220,0,14.55,25.13,0,0,17.63,597,597,0,Accurate,0,0,Accurate
2024-01-12,SKU_6,WH_4,SUP_10,East,16,581,11,220,0,14.55,25.13,0,0,17.53,581,581,0,Accurate,0,0,Accurate
2024-01-13,SKU_6,WH_4,SUP_10,West,29,552,11,220,0,14.55,25.13,0,0,34.57,552,552,0,Accurate,0,0,Accurate
2024-01-14,SKU_6,WH_4,SUP_10,West,21,531,11,220,0,14.55,25.13,0,0,18.51,531,531,0,Accurate,0,0,Accurate
2024-01-15,SKU_6,WH_4,SUP_10,West,13,518,11,220,0,14.55,25.13,0,0,17.21,518,518,0,Accurate,0,0,Accurate
2024-01-16,SKU_6,WH_4,SUP_10,West,31,487,11,220,0,14.55,25.13,0,0,32.55,487,487,0,Accurate,0,0,Accurate
2024-01-17,SKU_6,WH_4,SUP_10,West,27,460,11,220,0,14.55,25.13,0,0,30.16,460,460,0,Accurate,0,0,Accurate
2024-01-18,SKU_6,WH_4,SUP_10,West,30,430,11,220,0,14.55,25.13,0,0,27.35,430,430,0,Accurate,0,0,Accurate
2024-01-19,SKU_6,WH_4,SUP_10,North,26,404,11,220,0,14.55,25.13,0,0,27.7,404,404,0,Accurate,0,0,Accurate
2024-01-20,SKU_6,WH_4,SUP_10,South,13,391,11,220,0,14.55,25.13,0,0,9.55,391,391,0,Accurate,0,0,Accurate
2024-01-21,SKU_6,WH_4,SUP_10,East,22,369,11,220,0,14.55,25.13,0,0,21.46,369,369,0,Accurate,0,0,Accurate
2024-01-22,SKU_6,WH_4,SUP_10,West,30,339,11,220,0,14.55,25.13,0,0,28.48,339,339,0,Accurate,0,0,Accurate
2024-01-23,SKU_6,WH_4,SUP_10,West,23,316,11,220,0,14.55,25.13,0,0,23.65,316,316,0,Accurate,0,0,Accurate
2024-01-24,SKU_6,WH_4,SUP_10,West,24,292,11,220,0,14.55,25.13,0,0,23.03,292,292,0,Accurate,0,0,Accurate
2024-01-25,SKU_6,WH_4,SUP_10,South,18,274,11,220,0,14.55,25.13,0,0,19.96,274,274,0,Accurate,0,0,Accurate
2024-01-26,SKU_6,WH_4,SUP_10,North,24,250,11,220,0,14.55,25.13,0,0,20.74,250,250,0,Accurate,0,0,Accurate
