Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Inventory_Level,System_Count,Physical_Count,Variance,Defect_Flag,Shrink_Flag,Accuracy_Flag,Severity,Supplier_Lead_Time_Days,Reorder_Point,Units_Sold,Order_Quantity,Unit_Cost,Unit_Price,Demand_Forecast,Promotion_Flag,YearMonth,Week,Quarter
2024-07-16,SKU_17,WH_2,SUP_8,North,516,516,516,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,24.17,0,2024-07,29,3
2024-07-17,SKU_17,WH_2,SUP_8,West,503,503,503,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,14.48,0,2024-07,29,3
2024-07-18,SKU_17,WH_2,SUP_8,East,480,480,480,0,0,0,Accurate,Accurate,13,372,23,0,16.68,21.24,27.71,0,2024-07,29,3
2024-07-19,SKU_17,WH_2,SUP_8,North,468,468,468,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,14.42,0,2024-07,29,3
2024-07-20,SKU_17,WH_2,SUP_8,West,447,447,447,0,0,0,Accurate,Accurate,13,372,21,0,16.68,21.24,24.25,0,2024-07,29,3
2024-07-21,SKU_17,WH_2,SUP_8,West,434,434,434,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,13.01,0,2024-07,29,3
2024-07-22,SKU_17,WH_2,SUP_8,North,420,420,420,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,18.0,0,2024-07,30,3
2024-07-23,SKU_17,WH_2,SUP_8,West,420,420,420,0,0,0,Accurate,Accurate,13,372,0,0,16.68,21.24,0.04,0,2024-07,30,3
2024-07-24,SKU_17,WH_2,SUP_8,East,410,410,410,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,10.89,1,2024-07,30,3
2024-07-25,SKU_17,WH_2,SUP_8,North,390,390,390,0,0,0,Accurate,Accurate,13,372,20,0,16.68,21.24,20.89,0,2024-07,30,3
2024-07-26,SKU_17,WH_2,SUP_8,East,371,371,371,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,16.86,0,2024-07,30,3
2024-07-27,SKU_17,WH_2,SUP_8,East,705,705,705,0,0,0,Accurate,Accurate,13,372,16,350,16.68,21.24,14.24,0,2024-07,30,3
2024-07-28,SKU_17,WH_2,SUP_8,West,689,689,689,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,16.31,0,2024-07,30,3
2024-07-29,SKU_17,WH_2,SUP_8,North,672,672,672,0,0,0,Accurate,Accurate,13,372,17,0,16.68,21.24,16.01,0,2024-07,31,3
2024-07-30,SKU_17,WH_2,SUP_8,West,661,661,661,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,16.32,0,2024-07,31,3
2024-07-31,SKU_17,WH_2,SUP_8,East,645,645,645,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,17.92,0,2024-07,31,3
2024-08-01,SKU_17,WH_2,SUP_8,East,627,627,627,0,0,0,Accurate,Accurate,13,372,18,0,16.68,21.24,17.41,1,2024-08,31,3
2024-08-02,SKU_17,WH_2,SUP_8,West,615,615,615,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,10.2,0,2024-08,31,3
2024-08-03,SKU_17,WH_2,SUP_8,South,595,595,595,0,0,0,Accurate,Accurate,13,372,20,0,16.68,21.24,20.41,0,2024-08,31,3
2024-08-04,SKU_17,WH_2,SUP_8,West,580,580,580,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,19.19,0,2024-08,31,3
2024-08-05,SKU_17,WH_2,SUP_8,South,565,565,565,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,12.72,1,2024-08,32,3
2024-08-06,SKU_17,WH_2,SUP_8,North,546,546,546,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,16.98,0,2024-08,32,3
2024-08-07,SKU_17,WH_2,SUP_8,South,534,534,534,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,11.34,0,2024-08,32,3
2024-08-08,SKU_17,WH_2,SUP_8,East,519,519,519,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,13.53,0,2024-08,32,3
2024-08-09,SKU_17,WH_2,SUP_8,North,508,508,508,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,10.5,0,2024-08,32,3
2024-08-10,SKU_17,WH_2,SUP_8,North,496,496,496,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,12.42,0,2024-08,32,3
2024-08-11,SKU_17,WH_2,SUP_8,North,488,488,488,0,0,0,Accurate,Accurate,13,372,8,0,16.68,21.24,8.16,0,2024-08,32,3
2024-08-12,SKU_17,WH_2,SUP_8,East,481,481,481,0,0,0,Accurate,Accurate,13,372,7,0,16.68,21.24,2.55,0,2024-08,33,3
2024-08-13,SKU_17,WH_2,SUP_8,South,468,468,468,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,21.16,0,2024-08,33,3
2024-08-14,SKU_17,WH_2,SUP_8,East,445,445,445,0,0,0,Accurate,Accurate,13,372,23,0,16.68,21.24,19.27,1,2024-08,33,3
2024-08-15,SKU_17,WH_2,SUP_8,East,433,433,433,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,14.53,0,2024-08,33,3
2024-08-16,SKU_17,WH_2,SUP_8,West,419,419,419,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,12.27,0,2024-08,33,3
2024-08-17,SKU_17,WH_2,SUP_8,North,410,410,410,0,0,0,Accurate,Accurate,13,372,9,0,16.68,21.24,16.99,0,2024-08,33,3
2024-08-18,SKU_17,WH_2,SUP_8,South,398,398,398,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,11.33,0,2024-08,33,3
2024-08-19,SKU_17,WH_2,SUP_8,South,383,383,383,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,18.31,0,2024-08,34,3
2024-08-20,SKU_17,WH_2,SUP_8,East,367,367,367,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,23.06,0,2024-08,34,3
2024-08-21,SKU_17,WH_2,SUP_8,North,814,814,814,0,0,0,Accurate,Accurate,13,372,5,452,16.68,21.24,10.2,0,2024-08,34,3
2024-08-22,SKU_17,WH_2,SUP_8,West,798,798,798,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,14.38,0,2024-08,34,3
2024-08-23,SKU_17,WH_2,SUP_8,West,778,778,778,0,0,0,Accurate,Accurate,13,372,20,0,16.68,21.24,17.85,0,2024-08,34,3
2024-08-24,SKU_17,WH_2,SUP_8,South,767,767,767,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,10.11,0,2024-08,34,3
2024-08-25,SKU_17,WH_2,SUP_8,West,758,758,757,-1,0,1,Inaccurate,Minor,13,372,9,0,16.68,21.24,14.25,0,2024-08,34,3
2024-08-26,SKU_17,WH_2,SUP_8,North,750,750,750,0,0,0,Accurate,Accurate,13,372,8,0,16.68,21.24,7.62,0,2024-08,35,3
2024-08-27,SKU_17,WH_2,SUP_8,West,742,742,742,0,0,0,Accurate,Accurate,13,372,8,0,16.68,21.24,7.16,0,2024-08,35,3
2024-08-28,SKU_17,WH_2,SUP_8,North,723,723,723,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,19.47,1,2024-08,35,3
2024-08-29,SKU_17,WH_2,SUP_8,South,720,720,720,0,0,0,Accurate,Accurate,13,372,3,0,16.68,21.24,3.88,0,2024-08,35,3
2024-08-30,SKU_17,WH_2,SUP_8,West,706,706,706,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,13.55,0,2024-08,35,3
2024-08-31,SKU_17,WH_2,SUP_8,South,697,697,697,0,0,0,Accurate,Accurate,13,372,9,0,16.68,21.24,12.97,0,2024-08,35,3
2024-09-01,SKU_17,WH_2,SUP_8,North,688,688,688,0,0,0,Accurate,Accurate,13,372,9,0,16.68,21.24,2.54,0,2024-09,35,3
2024-09-02,SKU_17,WH_2,SUP_8,East,670,670,670,0,0,0,Accurate,Accurate,13,372,18,0,16.68,21.24,19.14,0,2024-09,36,3
2024-09-03,SKU_17,WH_2,SUP_8,South,655,655,655,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,21.8,1,2024-09,36,3
2024-09-04,SKU_17,WH_2,SUP_8,East,639,639,639,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,15.25,0,2024-09,36,3
2024-09-05,SKU_17,WH_2,SUP_8,East,632,632,632,0,0,0,Accurate,Accurate,13,372,7,0,16.68,21.24,7.53,0,2024-09,36,3
2024-09-06,SKU_17,WH_2,SUP_8,North,622,622,622,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,8.11,1,2024-09,36,3
2024-09-07,SKU_17,WH_2,SUP_8,South,608,608,608,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,16.09,0,2024-09,36,3
2024-09-08,SKU_17,WH_2,SUP_8,North,598,598,598,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,6.87,0,2024-09,36,3
2024-09-09,SKU_17,WH_2,SUP_8,East,588,588,588,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,11.13,0,2024-09,37,3
2024-09-10,SKU_17,WH_2,SUP_8,South,581,581,581,0,0,0,Accurate,Accurate,13,372,7,0,16.68,21.24,7.84,0,2024-09,37,3
2024-09-11,SKU_17,WH_2,SUP_8,South,578,578,578,0,0,0,Accurate,Accurate,13,372,3,0,16.68,21.24,0.0,0,2024-09,37,3
2024-09-12,SKU_17,WH_2,SUP_8,East,577,577,577,0,0,0,Accurate,Accurate,13,372,1,0,16.68,21.24,1.76,0,2024-09,37,3
2024-09-13,SKU_17,WH_2,SUP_8,South,558,558,558,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,19.71,0,2024-09,37,3
2024-09-14,SKU_17,WH_2,SUP_8,East,548,548,548,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,13.56,0,2024-09,37,3
2024-09-15,SKU_17,WH_2,SUP_8,North,536,536,536,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,11.83,0,2024-09,37,3
2024-09-16,SKU_17,WH_2,SUP_8,North,530,530,511,-19,1,1,Inaccurate,Critical,13,372,6,0,16.68,21.24,9.55,0,2024-09,38,3
2024-09-17,SKU_17,WH_2,SUP_8,North,524,524,524,0,0,0,Accurate,Accurate,13,372,6,0,16.68,21.24,8.82,0,2024-09,38,3
2024-09-18,SKU_17,WH_2,SUP_8,North,514,514,514,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,8.92,0,2024-09,38,3
2024-09-19,SKU_17,WH_2,SUP_8,East,505,505,505,0,0,0,Accurate,Accurate,13,372,9,0,16.68,21.24,10.5,0,2024-09,38,3
2024-09-20,SKU_17,WH_2,SUP_8,North,493,493,493,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,13.89,0,2024-09,38,3
2024-09-21,SKU_17,WH_2,SUP_8,North,488,488,488,0,0,0,Accurate,Accurate,13,372,5,0,16.68,21.24,7.43,0,2024-09,38,3
2024-09-22,SKU_17,WH_2,SUP_8,East,473,473,473,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,16.89,0,2024-09,38,3
2024-09-23,SKU_17,WH_2,SUP_8,North,456,456,456,0,0,0,Accurate,Accurate,13,372,17,0,16.68,21.24,20.48,0,2024-09,39,3
2024-09-24,SKU_17,WH_2,SUP_8,North,445,445,445,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,10.92,1,2024-09,39,3
2024-09-25,SKU_17,WH_2,SUP_8,South,433,433,433,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,14.81,0,2024-09,39,3
2024-09-26,SKU_17,WH_2,SUP_8,North,417,417,417,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,19.61,0,2024-09,39,3
2024-09-27,SKU_17,WH_2,SUP_8,West,410,410,410,0,0,0,Accurate,Accurate,13,372,7,0,16.68,21.24,6.47,0,2024-09,39,3
2024-09-28,SKU_17,WH_2,SUP_8,West,405,405,405,0,0,0,Accurate,Accurate,13,372,5,0,16.68,21.24,4.21,0,2024-09,39,3
2024-09-29,SKU_17,WH_2,SUP_8,North,396,396,396,0,0,0,Accurate,Accurate,13,372,9,0,16.68,21.24,10.69,0,2024-09,39,3
2024-09-30,SKU_17,WH_2,SUP_8,South,376,376,376,0,0,0,Accurate,Accurate,13,372,20,0,16.68,21.24,19.09,0,2024-09,40,3
2024-10-01,SKU_17,WH_2,SUP_8,West,361,361,361,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,14.07,0,2024-10,40,4
2024-10-02,SKU_17,WH_2,SUP_8,South,726,726,726,0,0,0,Accurate,Accurate,13,372,11,376,16.68,21.24,7.74,0,2024-10,40,4
2024-10-03,SKU_17,WH_2,SUP_8,West,718,718,718,0,0,0,Accurate,Accurate,13,372,8,0,16.68,21.24,6.97,0,2024-10,40,4
2024-10-04,SKU_17,WH_2,SUP_8,South,715,715,715,0,0,0,Accurate,Accurate,13,372,3,0,16.68,21.24,0.0,0,2024-10,40,4
2024-10-05,SKU_17,WH_2,SUP_8,North,705,705,705,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,10.67,0,2024-10,40,4
2024-10-06,SKU_17,WH_2,SUP_8,West,686,686,686,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,21.77,0,2024-10,40,4
2024-10-07,SKU_17,WH_2,SUP_8,North,673,673,673,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,11.42,0,2024-10,41,4
2024-10-08,SKU_17,WH_2,SUP_8,West,666,666,666,0,0,0,Accurate,Accurate,13,372,7,0,16.68,21.24,11.33,0,2024-10,41,4
2024-10-09,SKU_17,WH_2,SUP_8,South,653,653,653,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,13.11,0,2024-10,41,4
2024-10-10,SKU_17,WH_2,SUP_8,West,637,637,637,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,8.17,0,2024-10,41,4
2024-10-11,SKU_17,WH_2,SUP_8,East,633,633,633,0,0,0,Accurate,Accurate,13,372,4,0,16.68,21.24,0.29,0,2024-10,41,4
2024-10-12,SKU_17,WH_2,SUP_8,North,626,626,626,0,0,0,Accurate,Accurate,13,372,7,0,16.68,21.24,7.0,0,2024-10,41,4
2024-10-13,SKU_17,WH_2,SUP_8,West,613,613,613,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,15.65,0,2024-10,41,4
2024-10-14,SKU_17,WH_2,SUP_8,North,598,598,598,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,15.71,0,2024-10,42,4
2024-10-15,SKU_17,WH_2,SUP_8,South,580,580,580,0,0,0,Accurate,Accurate,13,372,18,0,16.68,21.24,19.18,1,2024-10,42,4
2024-10-16,SKU_17,WH_2,SUP_8,East,567,567,567,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,9.85,1,2024-10,42,4
2024-10-17,SKU_17,WH_2,SUP_8,East,552,552,552,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,11.45,0,2024-10,42,4
2024-10-18,SKU_17,WH_2,SUP_8,North,549,549,549,0,0,0,Accurate,Accurate,13,372,3,0,16.68,21.24,0.57,0,2024-10,42,4
2024-10-19,SKU_17,WH_2,SUP_8,East,538,538,538,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,6.6,0,2024-10,42,4
2024-10-20,SKU_17,WH_2,SUP_8,West,516,516,516,0,0,0,Accurate,Accurate,13,372,22,0,16.68,21.24,24.93,1,2024-10,42,4
2024-10-21,SKU_17,WH_2,SUP_8,East,499,499,499,0,0,0,Accurate,Accurate,13,372,17,0,16.68,21.24,19.5,0,2024-10,43,4
2024-10-22,SKU_17,WH_2,SUP_8,North,489,489,489,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,10.5,0,2024-10,43,4
2024-10-23,SKU_17,WH_2,SUP_8,East,487,487,487,0,0,0,Accurate,Accurate,13,372,2,0,16.68,21.24,4.8,0,2024-10,43,4
2024-10-24,SKU_17,WH_2,SUP_8,East,475,475,475,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,9.87,0,2024-10,43,4
2024-10-25,SKU_17,WH_2,SUP_8,West,464,464,464,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,11.48,0,2024-10,43,4
2024-10-26,SKU_17,WH_2,SUP_8,North,463,463,463,0,0,0,Accurate,Accurate,13,372,1,0,16.68,21.24,0.0,0,2024-10,43,4
2024-10-27,SKU_17,WH_2,SUP_8,West,453,453,453,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,14.68,0,2024-10,43,4
2024-10-28,SKU_17,WH_2,SUP_8,West,444,444,458,14,1,0,Inaccurate,Moderate,13,372,9,0,16.68,21.24,7.92,0,2024-10,44,4
2024-10-29,SKU_17,WH_2,SUP_8,South,436,436,436,0,0,0,Accurate,Accurate,13,372,8,0,16.68,21.24,9.05,0,2024-10,44,4
2024-10-30,SKU_17,WH_2,SUP_8,West,419,419,419,0,0,0,Accurate,Accurate,13,372,17,0,16.68,21.24,19.34,0,2024-10,44,4
2024-10-31,SKU_17,WH_2,SUP_8,South,411,411,411,0,0,0,Accurate,Accurate,13,372,8,0,16.68,21.24,12.28,0,2024-10,44,4
2024-11-01,SKU_17,WH_2,SUP_8,East,397,397,397,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,14.5,0,2024-11,44,4
2024-11-02,SKU_17,WH_2,SUP_8,East,384,384,384,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,14.38,0,2024-11,44,4
2024-11-03,SKU_17,WH_2,SUP_8,South,372,372,372,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,16.47,0,2024-11,44,4
2024-11-04,SKU_17,WH_2,SUP_8,West,659,659,659,0,0,0,Accurate,Accurate,13,372,9,296,16.68,21.24,11.45,0,2024-11,45,4
2024-11-05,SKU_17,WH_2,SUP_8,West,648,648,648,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,15.59,0,2024-11,45,4
2024-11-06,SKU_17,WH_2,SUP_8,East,644,644,644,0,0,0,Accurate,Accurate,13,372,4,0,16.68,21.24,1.89,0,2024-11,45,4
2024-11-07,SKU_17,WH_2,SUP_8,East,638,638,638,0,0,0,Accurate,Accurate,13,372,6,0,16.68,21.24,3.76,0,2024-11,45,4
2024-11-08,SKU_17,WH_2,SUP_8,North,627,627,627,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,13.52,0,2024-11,45,4
2024-11-09,SKU_17,WH_2,SUP_8,North,614,614,614,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,11.98,0,2024-11,45,4
2024-11-10,SKU_17,WH_2,SUP_8,West,601,601,599,-2,0,1,Inaccurate,Minor,13,372,13,0,16.68,21.24,14.05,0,2024-11,45,4
2024-11-11,SKU_17,WH_2,SUP_8,East,597,597,597,0,0,0,Accurate,Accurate,13,372,4,0,16.68,21.24,1.77,0,2024-11,46,4
2024-11-12,SKU_17,WH_2,SUP_8,South,590,590,590,0,0,0,Accurate,Accurate,13,372,7,0,16.68,21.24,4.02,0,2024-11,46,4
2024-11-13,SKU_17,WH_2,SUP_8,East,577,577,577,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,19.32,0,2024-11,46,4
2024-11-14,SKU_17,WH_2,SUP_8,South,576,576,576,0,0,0,Accurate,Accurate,13,372,1,0,16.68,21.24,1.71,0,2024-11,46,4
2024-11-15,SKU_17,WH_2,SUP_8,East,567,567,567,0,0,0,Accurate,Accurate,13,372,9,0,16.68,21.24,9.99,0,2024-11,46,4
2024-11-16,SKU_17,WH_2,SUP_8,West,556,556,556,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,12.54,0,2024-11,46,4
2024-11-17,SKU_17,WH_2,SUP_8,West,546,546,546,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,9.11,0,2024-11,46,4
2024-11-18,SKU_17,WH_2,SUP_8,West,535,535,535,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,11.21,0,2024-11,47,4
2024-11-19,SKU_17,WH_2,SUP_8,South,524,524,524,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,3.29,0,2024-11,47,4
2024-11-20,SKU_17,WH_2,SUP_8,South,520,520,520,0,0,0,Accurate,Accurate,13,372,4,0,16.68,21.24,6.67,0,2024-11,47,4
2024-11-21,SKU_17,WH_2,SUP_8,West,510,510,510,0,0,0,Accurate,Accurate,13,372,10,0,16.68,21.24,12.46,0,2024-11,47,4
2024-11-22,SKU_17,WH_2,SUP_8,North,504,504,504,0,0,0,Accurate,Accurate,13,372,6,0,16.68,21.24,2.93,0,2024-11,47,4
2024-11-23,SKU_17,WH_2,SUP_8,East,488,488,488,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,15.03,0,2024-11,47,4
2024-11-24,SKU_17,WH_2,SUP_8,West,476,476,476,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,7.85,0,2024-11,47,4
2024-11-25,SKU_17,WH_2,SUP_8,North,457,457,457,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,16.23,0,2024-11,48,4
2024-11-26,SKU_17,WH_2,SUP_8,South,443,443,443,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,14.97,0,2024-11,48,4
2024-11-27,SKU_17,WH_2,SUP_8,East,420,420,420,0,0,0,Accurate,Accurate,13,372,23,0,16.68,21.24,20.21,0,2024-11,48,4
2024-11-28,SKU_17,WH_2,SUP_8,West,402,402,402,0,0,0,Accurate,Accurate,13,372,18,0,16.68,21.24,15.8,1,2024-11,48,4
2024-11-29,SKU_17,WH_2,SUP_8,South,391,391,391,0,0,0,Accurate,Accurate,13,372,11,0,16.68,21.24,10.64,0,2024-11,48,4
2024-11-30,SKU_17,WH_2,SUP_8,West,377,377,377,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,20.28,0,2024-11,48,4
2024-12-01,SKU_17,WH_2,SUP_8,East,363,363,363,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,19.97,0,2024-12,48,4
2024-12-02,SKU_17,WH_2,SUP_8,North,753,753,753,0,0,0,Accurate,Accurate,13,372,14,404,16.68,21.24,13.61,0,2024-12,49,4
2024-12-03,SKU_17,WH_2,SUP_8,South,747,747,747,0,0,0,Accurate,Accurate,13,372,6,0,16.68,21.24,3.53,0,2024-12,49,4
2024-12-04,SKU_17,WH_2,SUP_8,South,733,733,733,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,11.66,0,2024-12,49,4
2024-12-05,SKU_17,WH_2,SUP_8,North,720,720,720,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,13.71,0,2024-12,49,4
2024-12-06,SKU_17,WH_2,SUP_8,North,706,706,706,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,14.06,0,2024-12,49,4
2024-12-07,SKU_17,WH_2,SUP_8,South,690,690,690,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,13.92,0,2024-12,49,4
2024-12-08,SKU_17,WH_2,SUP_8,South,664,664,664,0,0,0,Accurate,Accurate,13,372,26,0,16.68,21.24,26.53,0,2024-12,49,4
2024-12-09,SKU_17,WH_2,SUP_8,North,640,640,640,0,0,0,Accurate,Accurate,13,372,24,0,16.68,21.24,23.14,0,2024-12,50,4
2024-12-10,SKU_17,WH_2,SUP_8,West,614,614,614,0,0,0,Accurate,Accurate,13,372,26,0,16.68,21.24,25.93,0,2024-12,50,4
2024-12-11,SKU_17,WH_2,SUP_8,North,600,600,600,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,16.96,0,2024-12,50,4
2024-12-12,SKU_17,WH_2,SUP_8,North,586,586,586,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,15.82,0,2024-12,50,4
2024-12-13,SKU_17,WH_2,SUP_8,South,577,577,577,0,0,0,Accurate,Accurate,13,372,9,0,16.68,21.24,7.62,0,2024-12,50,4
2024-12-14,SKU_17,WH_2,SUP_8,East,563,563,563,0,0,0,Accurate,Accurate,13,372,14,0,16.68,21.24,15.47,0,2024-12,50,4
2024-12-15,SKU_17,WH_2,SUP_8,West,541,541,541,0,0,0,Accurate,Accurate,13,372,22,0,16.68,21.24,22.43,0,2024-12,50,4
2024-12-16,SKU_17,WH_2,SUP_8,North,523,523,523,0,0,0,Accurate,Accurate,13,372,18,0,16.68,21.24,15.43,0,2024-12,51,4
2024-12-17,SKU_17,WH_2,SUP_8,South,501,501,501,0,0,0,Accurate,Accurate,13,372,22,0,16.68,21.24,18.24,1,2024-12,51,4
2024-12-18,SKU_17,WH_2,SUP_8,South,486,486,486,0,0,0,Accurate,Accurate,13,372,15,0,16.68,21.24,12.21,0,2024-12,51,4
2024-12-19,SKU_17,WH_2,SUP_8,North,468,468,468,0,0,0,Accurate,Accurate,13,372,18,0,16.68,21.24,18.19,0,2024-12,51,4
2024-12-20,SKU_17,WH_2,SUP_8,South,448,448,448,0,0,0,Accurate,Accurate,13,372,20,0,16.68,21.24,22.94,1,2024-12,51,4
2024-12-21,SKU_17,WH_2,SUP_8,West,422,422,422,0,0,0,Accurate,Accurate,13,372,26,0,16.68,21.24,23.53,0,2024-12,51,4
2024-12-22,SKU_17,WH_2,SUP_8,North,406,406,406,0,0,0,Accurate,Accurate,13,372,16,0,16.68,21.24,17.27,0,2024-12,51,4
2024-12-23,SKU_17,WH_2,SUP_8,South,394,394,394,0,0,0,Accurate,Accurate,13,372,12,0,16.68,21.24,12.23,0,2024-12,52,4
2024-12-24,SKU_17,WH_2,SUP_8,North,381,381,381,0,0,0,Accurate,Accurate,13,372,13,0,16.68,21.24,11.21,0,2024-12,52,4
2024-12-25,SKU_17,WH_2,SUP_8,North,361,361,361,0,0,0,Accurate,Accurate,13,372,20,0,16.68,21.24,18.87,0,2024-12,52,4
2024-12-26,SKU_17,WH_2,SUP_8,East,590,590,590,0,0,0,Accurate,Accurate,13,372,17,246,16.68,21.24,20.18,0,2024-12,52,4
2024-12-27,SKU_17,WH_2,SUP_8,North,569,569,569,0,0,0,Accurate,Accurate,13,372,21,0,16.68,21.24,19.74,0,2024-12,52,4
2024-12-28,SKU_17,WH_2,SUP_8,West,550,550,550,0,0,0,Accurate,Accurate,13,372,19,0,16.68,21.24,18.24,0,2024-12,52,4
2024-12-29,SKU_17,WH_2,SUP_8,West,523,523,523,0,0,0,Accurate,Accurate,13,372,27,0,16.68,21.24,33.24,0,2024-12,52,4
2024-12-30,SKU_17,WH_2,SUP_8,North,505,505,505,0,0,0,Accurate,Accurate,13,372,18,0,16.68,21.24,19.26,0,2024-12,1,4
2024-01-01,SKU_17,WH_3,SUP_7,North,703,703,703,0,0,0,Accurate,Accurate,3,339,25,0,16.8,28.54,23.0,0,2024-01,1,1
2024-01-02,SKU_17,WH_3,SUP_7,North,679,679,679,0,0,0,Accurate,Accurate,3,339,24,0,16.8,28.54,22.44,1,2024-01,1,1
2024-01-03,SKU_17,WH_3,SUP_7,East,655,655,655,0,0,0,Accurate,Accurate,3,339,24,0,16.8,28.54,21.33,1,2024-01,1,1
2024-01-04,SKU_17,WH_3,SUP_7,South,638,638,638,0,0,0,Accurate,Accurate,3,339,17,0,16.8,28.54,12.99,0,2024-01,1,1
2024-01-05,SKU_17,WH_3,SUP_7,East,611,611,627,16,1,0,Inaccurate,Critical,3,339,27,0,16.8,28.54,24.69,0,2024-01,1,1
2024-01-06,SKU_17,WH_3,SUP_7,South,589,589,589,0,0,0,Accurate,Accurate,3,339,22,0,16.8,28.54,20.04,0,2024-01,1,1
